case_id,sex,age_band,name_origin,province,region,urbanicity,NAME_PATIENT,NAME_DOCTOR,NAME_DOCTOR_2,NAME_RELATIVE,RELATIVE_RELATION,AGE,GENDER,DATE_ENCOUNTER,DATE_VALIDATION,DATE_HISTORY,DOB,INSZ,RIZIV,IBAN,CREDITCARDNUMBER,STREET,ZIPCODE,CITY,TELEFOON,TELEFOON_MOBILE,EMAIL,URL,ORGANIZATION,SPECIALTY,DIAGNOSIS,DX_EPONYM,DX_TEST,DX_ANATOMY,DX_DRUG,DX_DRUG_2,DX_HOMOGRAPH,DX_NUMERIC,DX_ABBREV,DX_CODESWITCH,noise_ops,ambiguous_surname,PATIENT_NOUN_GENERIC,PATIENT_NOUN_MARKED,HONORIFIC,PRONOUN_SUBJ,PRONOUN_POSS,fmt
CASE000116,M,18-34,flemish,Limburg,Vlaanderen,town,Koen Declercq,dr. Mohamed Benali,dr. Hilde Van Acker,Nele Maes,Nicht,19 jaar,man,17/04/2026,18-04-2026,29/8/2022,°12-09-2006,06.09.12-123.26,22229232004,BE17537395119474,4131292087510290,Lindestraat 246,3800,Sint-Truiden,+32 2 826 06 88,+32 (0)489/62.08.66,koen.declercq@skynet.be,https://www.kliniekonzelievevrouw.be,Kliniek Onze-Lieve-Vrouw,Cardiologie,boezemfibrilleren,ziekte van Hashimoto,Jaeger transfertest,m. Infraspinatus,Diltiazemzalf 2%,Metformine viatris 500 mg,beeld passend bij bursitis,1/w,ESWT,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'd/m/yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'intl_paren', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000117,F,80-95,flemish,Brussel-Hoofdstad,Brussel,urban,Leen Verhoeven,dr. Lucia Ferrari,dr. Inge Van Acker,Dirk Janssens,Broer,85-jarige,vrouw,26-05-2026,26 mei 2026,2024-04-06,º17/07/1940,40.07.17-566.07,32653465018,BE32 1386 3035 9031,4818615155423402,Bakkersteenweg 131,1000,Brussel,+32 (0)4/359.89.26,0483-55 48 03,leen.verhoeven@telenet.be,https://www.uzsintjozef.be,UZ Sint-Jozef,Oftalmologie,open kamerhoek glaucoom,ziekte van Bechterew,Goldmann applanatie,A. Radialis,Glucagen hypokit,Glucagen hypokit,peervormige galblaas,300 ie/ml 1.5 ml,OD,no evidence of malignancy,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'masc_ordinal', 'TELEFOON': 'intl_paren', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000118,M,50-64,flemish,Limburg,Vlaanderen,town,Stijn Janssens,dr. Ann Lambert,dr. Josiane Bope,Lieve Mertens,Moeder,58-jarige,man,04-05-2026,6 mei 2026,18 jul 2017,º24-08-1967,67 08 24 797 43,3-61212-16-030,BE87 5055 4679 9657,4068277881609304,Velddries 182,3600,Genk,051-65 11 13,+32 475 73 07 10,stijn.janssens@gmail.com,https://www.ziekenhuisdamiaan.be,Ziekenhuis Damiaan,Fysische Geneeskunde en revalidatie,supraspinatuspeestendinose bilateraal,syndroom van Cushing,Glasgow Coma Scale 15,N. Medianus,L-thyroxine 50 mcg,Paracetamol 1 g,beers-teken afwezig,BMI 20.808,PRP,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'text_abbr', 'DOB': 'masc_ordinal', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000119,F,18-34,southern_european,Vlaams-Brabant,Vlaanderen,town,Sofia Costa,dr. Koen Van Damme,dr. Griet Dubois,Giuseppe Silva,Broer,34-jarige,vrouw,28/04/2026,29/04/2026,22-10-2022,°08-03-1992,92.03.08-404.48,3-28026-28-008,BE06 7084 9408 9748,4456284177225605,Molendries 250,1800,Vilvoorde,09 731 88 26,0488001998,sofia.costa@proximus.be,https://www.imeldaziekenhuis.be,Imeldaziekenhuis,Pneumologie,obstructief slaapapneusyndroom,syndroom van Cushing,Goldmann applanatie,m. Infraspinatus,Lambipol 100 mg,Nexiam 20 mg,beeld passend bij bursitis,1 a 2 /d,antec.,full range of motion,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000120,M,80-95,maghrebi,Limburg,Vlaanderen,urban,Youssef El Fassi,dr. Wouter Van den Berghe,dr. Lieve Jacobs,Khadija Ouazzani,Moeder,85-jarige,man,2026-04-26,26/04/2026,01-03-2017,°16/10/1940,40.10.16-351.79,5-50536-36-003,BE18 5258 5143 6867,4326093106684339,Zonnelei 249,3500,Hasselt,055 37 18 92,0491 80 81 19,youssef.elfassi@proximus.be,https://www.azvesalius.be,AZ Vesalius,Neurologie,"epilepsie, in remissie",ziekte van Bechterew,Romberg negatief,M. Biceps caput longum,Ventolin aerosol,Depakine chrono 500 mg,beeld passend bij bursitis,BD: 146/68,ESWT,SSp testen positief,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'yyyy-mm-dd', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000121,F,80-95,flemish,Antwerpen,Vlaanderen,town,Els Peer,dr. Marleen Van Acker,dr. Stijn Van Damme,Griet Jacobs,Dochter,93-jarige,vrouw,15/04/2026,2026-04-17,06/02/2017,°27 mei 1933,33.05.27-760.31,9-49383-53-018,BE78857889360617,4684855716176880,Vissersbaan 142,2440,Geel,016/37.11.89,0497/60.97.25,els.peer@telenet.be,https://www.ziekenhuisonzelievevrouw.be,Ziekenhuis Onze-Lieve-Vrouw,Gastro-enterologie,anale fissuur,ziekte van Parkinson,Barthel-index 90,m. Deltoideus,Lyumjev kwikpen,Nexiam 20 mg,beeld passend bij bursitis,4.95*,PRP,shared decision making,,True,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'yyyy-mm-dd', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000122,M,18-34,flemish,Oost-Vlaanderen,Vlaanderen,town,Luc Verhoeven,dr. Nele Van Acker,dr. Jan Willems,Jan Verhoeven,Grootvader,30-jarige,man,26 apr 2026,28/04/2026,9 september 2017,°06/09/1995,95.09.06-275.51,6-78972-28-004,BE68245548043843,4005342408916495,Molenbaan 150/10,9100,Sint-Niklaas,059 10 59 55,0496 70 33 92,luc.verhoeven@skynet.be,https://www.ziekenhuisrivierenland.be,Ziekenhuis Rivierenland,Cardiologie,boezemfibrilleren,syndroom van Guillain-Barre,Goldmann applanatie,N. Medianus,Metformine viatris 500 mg,Lambipol 100 mg,as 165 graden,1 a 2 /d,tvv,blurr-test,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'text_nl', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jarige'}"
CASE000123,F,50-64,southern_european,Oost-Vlaanderen,Vlaanderen,urban,Rosa Ferrari,dr. Ann Declercq,dr. Ann Willems,Carmela Esposito,Nicht,52-jarige,vrouw,24 mei 2026,25 mei 2026,05/02/2023,º24/04/1974,74.04.24-742.23,6-52367-55-006,BE21 8277 5515 1135,4848100184186209,Kerkdreef 194,9000,Gent,010 01 85 13,0498 72 56 20,rosa.ferrari@skynet.be,https://www.klinieksintvincentius.be,Kliniek Sint-Vincentius,Fysische Geneeskunde en revalidatie,subacromiale bursitis,ziekte van Von Willebrand,Goldmann applanatie,A. Radialis,Sipralexa 20 mg,Lyumjev kwikpen,molaire zwangerschap uitgesloten,FEV1/FVC 73.17,OD,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000124,M,65-79,southern_european,Oost-Vlaanderen,Vlaanderen,urban,Antonio Romano,dr. Inge Maes,dr. Filip Maes,Antonio Ferrari,Grootvader,75 jaar,man,25/04/2026,26 apr 2026,16 januari 2019,º20 april 1951,51.04.20-915.69,7-99686-79-008,BE35 9003 3148 1210,4557676952366876,Zonnewal 54A,9000,Gent,014 52 67 71,0486 93 35 18,antonio.romano@gmail.com,https://www.azturnhout.be,AZ Turnhout,Reumatologie,osteoporose,teken van Lasegue,Glasgow Coma Scale 15,M. Supraspinatus,Sipralexa 20 mg,D-cure 25 000 ie,as 165 graden,300 ie/ml 1.5 ml,PTO,watchful waiting,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'text_nl', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'letter', 'AGE': 'jaar'}"
CASE000125,F,35-49,eastern_european,West-Vlaanderen,Vlaanderen,urban,Iwona Nowak,dr. Inge Mertens,dr. Koen Goossens,Piotr Wisniewski,Broer,38-jarige,vrouw,14/04/2026,16-04-2026,18 februari 2024,°29/05/1988,88.05.29-056.84,8-35473-85-004,BE37 6385 0163 7879,4667849843624186,Oudepark 81,8000,Brugge,058 47 65 70,0474078204,iwona.nowak@gmail.com,https://www.azdamiaan.be,AZ Damiaan,Gastro-enterologie,coeliakie,ziekte van Parkinson,Goldmann applanatie,A. Radialis,Trianal suppo,Atorstatine 20 mg,boomstructuur van de bronchi,2cc,NSAID,shared decision making,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'text_nl', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000126,M,50-64,flemish,West-Vlaanderen,Vlaanderen,town,Lode Declercq,dr. Ann Janssens,dr. Chantal Mukendi,Filip Van Acker,Vader,63,man,27 mei 2026,27-05-2026,10.09.2022,º24/06/1962,62062406772,3-22203-31-003,BE75 9996 8164 7512,4818209679042276,Vijverkaai 104,8800,Roeselare,+32 4 054 68 35,+32 497 45 16 89,lode.declercq@telenet.be,https://www.znamiddelheim.be,ZNA Middelheim,Algemene Heelkunde,ziekte van Von Willebrand,ziekte van Hashimoto,Humphrey - perimetrie,M. Supraspinatus,Lambipol 100 mg,Paracetamol 1 g,peervormige galblaas,T 37.2,NSAID,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000127,F,65-79,flemish,West-Vlaanderen,Vlaanderen,rural,Lieve Lambert,dr. Fatima Alaoui,dr. Luc Mertens,Dirk Peeters,Oom,75-jarige,vrouw,9/5/2026,11-05-2026,2016,º1950-12-24,50122446645,4-28957-74-006,BE33 3261 3428 7055,4687409038021460,Schoolsteenweg 144/11,8700,Tielt,014/19.70.54,0492/87.16.56,lieve.lambert@skynet.be,https://www.azmariamiddelares.be,AZ Maria Middelares,Fysische Geneeskunde en revalidatie,subacromiale bursitis,manoeuvre van Valsalva,Phalen-test,m. Infraspinatus,L-thyroxine 50 mcg,Sipralexa 20 mg,lintvormige stoelgang,BMI 20.808,SSp,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'd/m/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'slash', 'AGE': 'jarige'}"
CASE000128,M,50-64,central_african,Vlaams-Brabant,Vlaanderen,town,Emmanuel Lumumba,dr. Cem Ozturk,dr. Lore Claes,Christian Mukendi,Oom,64,man,26/05/2026,28/05/2026,9 februari 2024,°19/04/1962,62 04 19 219 56,4 35740 81 003,BE63 6613 7261 1109,4423567782659600,Smidlaan 186B,1930,Zaventem,03/146.14.76,0495 33 23 06,emmanuel.lumumba@skynet.be,https://www.uzvesalius.be,UZ Vesalius,Cardiologie,boezemfibrilleren,ziekte van Crohn,Bristol-schaal type 4,M. Subscapularis,Ozempic 1 mg,Paracetamol 1 g,molaire zwangerschap uitgesloten,1/d,PPI,full range of motion,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'text_nl', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'letter', 'AGE': 'bare'}"
CASE000129,F,50-64,flemish,West-Vlaanderen,Vlaanderen,urban,Marleen Peeters,dr. Krzysztof Marinescu,dr. Kris Vermeulen,Nele Claes,Zus,55,vrouw,15-05-2026,15-05-2026,15.03.2018,°1970-07-01,70070183473,48146642003,BE72 9848 4435 2384,4110961798178903,Vijverring 64 bus 4,8500,Kortrijk,03/765.28.92,+32 485 36 84 88,marleen.peeters@proximus.be,https://www.azonzelievevrouw.be,AZ Onze-Lieve-Vrouw,Neurologie,migraine met aura,ziekte van Bechterew,Goldmann applanatie,M. Supraspinatus,Pantomed 40 mg,Diltiazemzalf 2%,as 165 graden,3x/week,APO,shared decision making,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'intl', 'STREET': 'bus', 'AGE': 'bare'}"
CASE000130,M,18-34,flemish,West-Vlaanderen,Vlaanderen,town,Jan Goossens,dr. Marleen De Smet,dr. Chantal Mbala,Els Peeters,Tante,32-jarige,man,19/05/2026,20.05.2026,2016,°10 jul 1993,93 07 10 175 72,6 99982 67 030,BE57 6109 2401 2749,4110609209819603,Brouwerskaai 202,8400,Oostende,+32 55 31 28 19,+32 (0)456/97.80.33,jan.goossens@skynet.be,https://www.algemeenziekenhuisonzelievevrouw.be,Algemeen Ziekenhuis Onze-Lieve-Vrouw,Gastro-enterologie,lichte chronische niet specifieke colitis,syndroom van Guillain-Barre,Bristol-schaal type 4,N. Medianus,Toujeo solostar,L-thyroxine 50 mcg,boomstructuur van de bronchi,BD: 146/68,APO,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd.mm.yyyy', 'DATE_HISTORY': 'yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'intl_paren', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000131,F,65-79,turkish,Vlaams-Brabant,Vlaanderen,town,Esra Kaya,dr. Youssef Idrissi,dr. Giuseppe Ferrari,Elif Demir,Zus,77-jarige,vrouw,5 mei 2026,05/05/2026,31/05/2021,°03-02-1949,49.02.03-424.44,1-77149-70-480,BE19691314573744,4088235130523128,Oudekaai 215,1700,Dilbeek,011/15.57.99,0475-66 94 32,esra.kaya@proximus.be,https://www.azalma.be,AZ Alma,Orthopedie,gonartrose bilateraal,syndroom van Raynaud,Romberg negatief,M. Supraspinatus,D-cure 25 000 ie,Progor retard 180 mg,beers-teken afwezig,FEV1/FVC 73.17,OD,full range of motion,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000132,M,50-64,eastern_european,Vlaams-Brabant,Vlaanderen,rural,Tomasz Ionescu,dr. Vasile Wisniewski,dr. Deniz Dogan,Vasile Dimitrov,Neef,58-jarige,man,20/4/2026,21 apr 2026,09-12-2020,°05/03/1968,68030538343,7-63432-55-004,BE84182318799292,4538164938318497,Molenring 130,3200,Aarschot,+32 3 531 35 52,0473 01 40 88,tomasz.ionescu@telenet.be,https://www.azdelta.be,AZ Delta,Gastro-enterologie,diverticulose sigmoid,manoeuvre van Valsalva,Bristol-schaal type 4,A. Radialis,Paracetamol 1 g,Depakine chrono 500 mg,molaire zwangerschap uitgesloten,HR: 68,APO,blurr-test,,False,patient,patiente,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'd/m/yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000133,F,50-64,eastern_european,Antwerpen,Vlaanderen,urban,Katarzyna Marinescu,dr. Leen Coppens,dr. Jan De Clercq,Agnieszka Kaminski,Tante,50-jarige,vrouw,26.05.2026,27-05-2026,2018-08-15,°7 november 1975,75.11.07-098.83,9-70161-33-030,BE08 3338 1883 2660,4580040104145962,Bloemvest 178,2018,Antwerpen,+32 (0)13/59.10.30,+32 474 13 41 88,katarzyna.marinescu@proximus.be,https://www.azturnhout.be,AZ Turnhout,Gynaecologie,endometriose,syndroom van Cushing,Jaeger transfertest,M. Subscapularis,Cose protect,Pantomed 40 mg,geel verkleurde sclerae,1 a 2 /d,OS,shared decision making,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd.mm.yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'degree', 'TELEFOON': 'intl_paren', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000134,M,50-64,eastern_european,West-Vlaanderen,Vlaanderen,rural,Andrzej Popescu,dr. Marleen Dubois,dr. Merve Demir,Katarzyna Dimitrov,Dochter,63-jarige,man,13.05.2026,15-05-2026,24 jul 2018,º14-11-1962,62.11.14-077.09,6-18631-35-003,BE75 0137 9747 7114,4491271130724078,Beekdries 198,8700,Tielt,014-81 23 56,0492/65.25.99,andrzej.popescu@gmail.com,https://www.uzdamiaan.be,UZ Damiaan,Dermatologie,atopisch eczeem,ziekte van Graves,Schirmer-test,m. Infraspinatus,Diltiazemzalf 2%,D-cure 25 000 ie,molaire zwangerschap uitgesloten,3x,APO,blurr-test,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd.mm.yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'text_abbr', 'DOB': 'masc_ordinal', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000135,F,50-64,flemish,West-Vlaanderen,Vlaanderen,urban,Griet Boom,dr. Nadia El Habti,dr. Stijn Verhoeven,Tine Jacobs,Grootmoeder,55-jarige,vrouw,17-04-2026,17/04/2026,2 jul 2024,°23-01-1971,71 01 23 590 24,37910865007,BE83 5843 9836 4636,4122572076502411,Langepad 116A,8000,Brugge,03/549.40.12,0496 79 61 94,griet.boom@skynet.be,https://www.znamiddelheim.be,ZNA Middelheim,Gastro-enterologie,ferriprieve anaemie,ziekte van Hashimoto,Snellen 1,N. Medianus,Injectafer 1000 mg,Cose protect,beeld passend bij bursitis,100 e/ml 3 ml,PTO,full range of motion,,True,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'text_abbr', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'letter', 'AGE': 'jarige'}"
CASE000136,M,65-79,maghrebi,Antwerpen,Vlaanderen,rural,Adil Ouazzani,dr. Burak Ozturk,dr. Marleen Van Damme,Mohamed Bouzid,Oom,74 jaar,man,7 mei 2026,09-05-2026,11 februari 2017,°19 jan 1952,52.01.19-277.58,8-19096-69-003,BE18942360144267,4591679541072722,Lindeweg 183,2860,Sint-Katelijne-Waver,+32 (0)50/87.82.45,0485 75 53 35,adil.ouazzani@proximus.be,https://www.algemeenziekenhuismariamiddelares.be,Algemeen Ziekenhuis Maria Middelares,Pneumologie,"astma, goed gecontroleerd",manoeuvre van Valsalva,Glasgow Coma Scale 15,M. Subscapularis,Nexiam 20 mg,Injectafer 1000 mg,hamstringletsel links,1/w,OD,Painful arc beiderzijds +,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'text_nl', 'DOB': 'degree', 'TELEFOON': 'intl_paren', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000137,F,18-34,flemish,Brussel-Hoofdstad,Brussel,urban,Tine Peeters,dr. Filip De Smet,dr. Emre Celik,Kris Vermeulen,Neef,21,vrouw,23 mei 2026,24 mei 2026,23/05/2023,º28/12/2004,04122883277,8-11459-43-030,BE12 4399 0155 9702,4575676670806128,Langepad 155 bus 17,1000,Brussel,016/44.14.97,0485/55.12.17,tine.peeters@proximus.be,https://www.azdelta.be,AZ Delta,NKO,chronische rhinosinusitis,ziekte van Dupuytren,Goldmann applanatie,V. Saphena magna,Progor retard 180 mg,Lyumjev kwikpen,beers-teken afwezig,4.95*,OD,Painful arc beiderzijds +,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'bus', 'AGE': 'bare'}"
CASE000138,M,35-49,maghrebi,Oost-Vlaanderen,Vlaanderen,town,Ismail Benali,dr. Wouter Van Acker,dr. Lore Dubois,Mehdi Bennani,Vader,41-jarige,man,25.05.2026,27/05/2026,21/07/2023,°14 oktober 1984,84 10 14 991 35,6 19364 78 006,BE58984507623150,4979162022328832,Stationslei 160/18,9200,Dendermonde,019/31.70.87,0473-38 51 61,ismail.benali@gmail.com,https://www.algemeenziekenhuisdamiaan.be,Algemeen Ziekenhuis Damiaan,Orthopedie,gonartrose bilateraal,syndroom van Guillain-Barre,Schirmer-test,m. Deltoideus,Paracetamol 1 g,Glucagen hypokit,lintvormige stoelgang,spO2: 94%,ODS,full range of motion,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd.mm.yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'slash', 'AGE': 'jarige'}"
CASE000139,F,65-79,flemish,Antwerpen,Vlaanderen,town,An Jacobs,dr. Jonas Janssens,dr. Fatima Bouzid,Pieter Wouters,Oom,72-jarige,vrouw,18 mei 2026,19/05/2026,20 maart 2020,°10 nov 1953,53111035847,8-40530-72-030,BE81 0709 2298 8897,4023117753312666,Veldweg 181 bus 13,2300,Turnhout,09 679 29 88,0496/41.75.74,an.jacobs@telenet.be,https://www.algemeenziekenhuissintrembert.be,Algemeen Ziekenhuis Sint-Rembert,Gastro-enterologie,anale fissuur,ziekte van Von Willebrand,Barthel-index 90,m. Deltoideus,Glucagen hypokit,Atorstatine 20 mg,geel verkleurde sclerae,25 000 ie,i.o.m.,no evidence of malignancy,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'text_nl', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'bus', 'AGE': 'jarige'}"
